-8.33,1.67,-23.53
23.75,0.00,-10.59
11.67,-4.17,-39.24
-35.83,2.50,-20.59
-47.29,5.00,34.39
45.83,1.67,47.06
-37.92,1.33,-41.18
-4.17,0.00,-41.94
-15.00,-1.67,-20.00
12.33,-3.50,21.24
-2.50,3.95,-24.12
-38.33,0.00,-28.82
30.00,-0.95,34.12
-7.50,1.92,-29.45
0.83,-3.60,-28.82
37.50,3.95,17.65
-14.17,-0.12,-46.47
-5.75,-0.95,-40.00
-12.50,1.92,-11.76
2.50,-3.60,-36.47
-25.00,3.95,38.24
10.83,-0.12,-51.18
-7.50,-0.95,-47.06
4.17,1.92,-31.76
-35.83,-3.52,-19.41
4.17,-3.33,-50.59
2.50,-3.60,-48.82
24.17,3.95,42.35
7.50,-0.12,-49.41
18.33,-0.83,-48.24
-24.17,1.92,-41.76
-20.00,2.88,-50.59
-15.75,3.50,-39.35
38.83,-2.67,26.12
-14.17,0.82,-17.65
36.67,-4.50,3.12
-21.67,-4.08,-29.41
-30.00,-3.25,-14.71
8.08,1.83,-48.94
-52.50,0.00,-42.94
-0.83,0.88,-12.94
11.67,-2.05,-47.65
-7.50,-2.07,-37.06
1.67,-3.60,-48.24
-2.50,3.95,-30.59
0.50,0.00,-48.24
-8.33,-0.95,5.88
-37.50,1.83,-45.59
-2.50,1.52,-19.41
26.67,-1.27,21.18
-12.50,4.40,-0.29
-36.67,-4.50,29.41
-17.92,-3.83,42.94
-19.17,-1.83,-49.12
-33.33,4.72,-50.00
33.33,-4.57,-2.94
-46.92,-0.17,-22.88
23.67,-4.83,28.24
22.50,3.08,-50.00
42.50,-1.25,-21.76
-27.50,4.33,-22.35
33.33,-2.08,-21.18
27.50,3.00,-17.65
-25.83,-0.63,-47.65
13.33,-1.43,42.35
-37.50,-2.90,-8.82
41.67,2.00,20.59
-35.00,-3.97,-50.59
11.67,-1.83,27.06
-6.67,0.50,-34.71
11.67,-4.17,-50.00
-23.33,3.87,-50.59
-7.50,1.48,-48.24
-30.83,-3.33,33.53
37.33,0.33,30.74
-44.17,-2.68,-45.88
15.00,0.82,-46.47
-34.17,5.00,-38.82
15.00,-4.50,32.94
-8.33,-0.02,-5.88
12.50,2.05,-35.29
-44.17,4.65,-44.71
14.17,4.88,3.53
-25.83,4.97,-6.47
15.00,-3.78,10.59
-25.00,-3.75,-18.24
-3.33,-2.00,-34.12
36.67,1.12,24.71
-28.33,0.63,-26.47
-8.33,-0.33,-44.88
-50.00,-3.70,44.12
4.17,-2.10,-22.94
-18.33,-3.13,-12.35
25.00,-1.83,-48.24
-15.08,1.83,35.88
34.17,3.75,22.35
-6.67,-4.05,-32.94
45.83,1.33,38.24
40.25,-3.33,45.41
20.00,0.18,14.12
22.50,2.22,40.00
6.67,-2.98,8.24
10.25,0.33,36.88
-1.67,3.83,41.76
-26.92,4.17,-39.41
-4.17,-0.40,-44.12
-3.33,-2.07,-16.47
-41.67,1.27,38.82
-4.17,-1.57,10.59
-39.17,1.50,44.12
42.50,-1.55,37.06
1.83,4.33,-44.71
-37.50,4.33,-35.29
-13.33,-0.25,-35.88
-19.58,1.83,-26.76
-15.83,-4.05,-50.00
12.50,1.82,-50.59
33.33,-0.40,41.76
-25.00,-0.40,11.76
-1.42,-3.83,49.41
3.33,4.77,-47.06
-45.83,0.17,-15.88
47.50,3.63,41.76
27.92,-4.67,10.94
-24.17,-2.55,-47.06
-0.08,4.83,38.24
-33.33,0.92,-2.94
-31.67,-4.08,-41.18
-11.67,-3.70,-48.24
-15.00,-3.88,-25.88
-48.33,0.97,32.35
30.97,-1.63,-30.92
9.17,-3.85,-49.41
-40.83,-4.67,-29.41
27.92,-2.83,48.65
-21.67,4.17,-37.65
-50.00,4.30,28.24
36.67,0.50,-14.71
-30.00,-4.33,-8.82
28.33,-4.40,16.47
-50.00,-0.73,-7.65
29.17,4.08,39.41
47.33,0.17,24.41
10.83,-2.30,-9.41
36.67,4.20,-31.18
46.67,3.90,34.12
-4.17,1.67,-26.47
-17.50,-2.33,24.94
20.42,-3.33,-42.94
-41.67,-3.77,-1.47
