000,-7.37,1.07,-39.37,SOL,FED,Yellow,2,2,2,1,2,2,10,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
001,33.65,0.34,-16.79,ROMULUS,ROM,Orange,2,2,2,1,2,2,10,Description,rom_singularity_plant,rom_fabrication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,rom_orbital_batterySolid,rom_laboratorySolid,TRUE,TRUE,TRUE
002,18.22,-1.48,-67.02,KRONOS,KLING,Red,2,2,2,1,2,2,10,Description,kling_matter_antimatter_reactor,kling_construction_hallSolid,fed_shipyard_Solid,shields_generatorSolid,kling_orbital_batterySolid,kling_hallOfResearchSolid,TRUE,TRUE,TRUE
003,-42.61,1.44,-34.3,CARDASSIA,CARD,Yellow,2,2,2,1,2,2,10,Description,card_fusion_plant,card_factoryIcon,fed_shipyard_Solid,shields_generatorSolid,card_orbitalBatteryIcon,card_ResearchIcon,TRUE,TRUE,TRUE
004,-57.44,2.53,62.14,OMARIAN NEBULA,DOM,OmarianNebula,2,2,2,1,2,2,10,Description,dom_quantum_reactor,dom_FactoryIcon,fed_shipyard_Solid,shields_generatorSolid,dom_orbital_batterySolid,dom_researchIcon,TRUE,TRUE,TRUE
005,61.97,1.07,84.35,UNICOMPLEX,BORG,UniComplex,2,2,2,1,2,2,10,Description,borg_particle_reactor,borg_factory,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,borg_research_frameworkIcon,TRUE,TRUE,TRUE
006,-45.4,1.29,-70.41,SUN,TERRAN,Yellow,2,2,2,1,2,2,10,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
007,-2.04,0.34,-71.75,ACAMA,ACAMARIANS,Orange,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
008,-15.91,-0.39,-33.27,AKAALI,AKAALI,Orange,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
009,19.08,-1.19,39.03,AKRITIRI,AKRITIRIANS,Red,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
010,0.09,2.07,-40.49,ALDEA,ALDEANS,White,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
011,-45.92,0.34,-48.75,ALGOL,ALGOLIANS,Blue,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
012,41.68,-0.07,61.66,ALSAURI,ALSAURIANS,Orange,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
013,-6.32,1.18,-49.87,ANDORI,ANDORIANS,Red,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
014,4.35,-1.23,-48.75,ANGOSIA,ANGOSIANS,Yellow,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
015,50.91,2.07,32.74,ANKARI,ANKARI,Orange,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
016,-14.86,0.29,-79.74,ANTEDEA,ANTEDEANS,Red,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
017,-4.08,-0.07,-68.39,ANTICA,ANTICANS,Yellow,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
018,-12.7,1.18,-18.85,ARBAZ,ARBAZAN,Yellow,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
019,6.47,-1.23,-62.21,ARDANA,ARDANANS,Orange,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
020,-28.72,2.07,68.9,ARGRATHI,ARGRATHI,Red,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
021,17.12,0.29,-88,ARKARI,ARKARIANS,Yellow,1,1,1,1,1,2,5,Description,fed_plasma_reactor_Solid,fed_replication_plantSolid,fed_shipyard_Solid,shields_generatorSolid,fed_orbital_batterySolid,fed_universitySolid,TRUE,TRUE,TRUE
